raw_log,timestamp,user_id,transaction_type,amount,currency,location,device,is_parsed,parse_errors,amount_raw,hour,day_of_week,is_weekend
17/07/2025 00:53:09 ::: user1034 *** TRANSFER ::: amt:3294.51€ @ Leeds <iPhone 13>,2025-07-17 00:53:09,user1034,transfer,3294.51,£,Leeds,iPhone 13,True,,3294.51,0,3,False
06/07/2025 10:54:29 ::: user1075 *** CASHOUT ::: amt:3311.24€ @ London <Samsung Galaxy S10>,2025-07-06 10:54:29,user1075,cashout,3311.24,£,London,Samsung Galaxy S10,True,,3311.24,10,6,True
user1043 2025-07-04 10:44:18 debit 121.18 None Pixel 6,2025-07-04 10:44:18,user1043,debit,121.18,,,Pixel,True,,121.18,10,4,False
2025-06-11 01:59:20 | user: user1064 | txn: deposit of £1431.05 from Cardiff | device: Samsung Galaxy S10,2025-06-11 01:59:20,user1064,deposit,1431.05,£,Cardiff,Samsung Galaxy S10,True,,1431.05,1,2,False
2025-06-28 22:39:50::user1086::withdrawal::4694.86::None::Nokia 3310,2025-06-28 22:39:50,user1086,withdrawal,4694.86,,,Nokia 3310,True,,4694.86,22,5,True
2025-06-25 21:52:02 >> [user1097] did purchase - amt=€2849.42 - Liverpool // dev:Nokia 3310,2025-06-25 21:52:02,user1097,purchase,2479.0,€,Liverpool,Nokia 3310,True,,2849.42,21,2,False
28/06/2025 11:30:02 ::: user1071 *** TOP-UP ::: amt:2851.05$ @ Glasgow <None>,2025-06-28 11:30:02,user1071,top,2851.05,£,Glasgow,,True,,2851.05,11,5,True
user1086 2025-06-29 19:12:45 deposit 492.71 London Nokia 3310,2025-06-29 19:12:45,user1086,deposit,492.71,£,London,Nokia,True,,492.71,19,6,True
user1087 2025-07-27 16:48:32 transfer 3501.95 Cardiff Samsung Galaxy S10,2025-07-27 16:48:32,user1087,transfer,3501.95,£,Cardiff,Samsung,True,,3501.95,16,6,True
20/06/2025 05:45:18 ::: user1004 *** PURCHASE ::: amt:4357.65$ @ Manchester <Nokia 3310>,2025-06-20 05:45:18,user1004,purchase,4357.65,£,Manchester,Nokia 3310,True,,4357.65,5,4,False
2025-07-01 23:04:49 >> [user1063] did transfer - amt=$4967.12 - Birmingham // dev:Samsung Galaxy S10,2025-07-01 23:04:49,user1063,transfer,3725.34,$,Birmingham,Samsung Galaxy S10,True,,4967.12,23,1,False
user1071 2025-07-04 22:01:26 refund 2645.15 Cardiff None,2025-07-04 22:01:26,user1071,refund,2645.15,£,Cardiff,,True,,2645.15,22,4,False
2025-06-07 13:48:15::user1043::transfer::1394.13::Cardiff::Pixel 6,2025-06-07 13:48:15,user1043,transfer,1394.13,£,Cardiff,Pixel 6,True,,1394.13,13,5,True
2025-07-15 21:59:18 | user: user1053 | txn: withdrawal of €1534.83 from Liverpool | device: Huawei P30,2025-07-15 21:59:18,user1053,withdrawal,1335.3,€,Liverpool,Huawei P30,True,,1534.83,21,1,False
user1045 2025-07-17 13:02:36 deposit 715.83 London Nokia 3310,2025-07-17 13:02:36,user1045,deposit,715.83,£,London,Nokia,True,,715.83,13,3,False
2025-07-08 10:30:06 >> [user1047] did transfer - amt=$3753.72 - None // dev:Samsung Galaxy S10,2025-07-08 10:30:06,user1047,transfer,2815.29,$,None,Samsung Galaxy S10,True,,3753.72,10,1,False
2025-07-26 05:11:18 >> [user1080] did top-up - amt=€3511.06 - None // dev:None,2025-07-26 05:11:18,user1080,top,3054.62,€,None,,True,,3511.06,5,5,True
2025-07-25 20:20:47 - user=user1046 - action=refund £4332.5 - ATM: Liverpool - device=None,2025-07-25 20:20:47,user1046,refund,4332.5,£,Liverpool,,True,,4332.5,20,4,False
26/07/2025 15:29:08 ::: user1012 *** CASHOUT ::: amt:4343.51€ @ Birmingham <iPhone 13>,2025-07-26 15:29:08,user1012,cashout,4343.51,£,Birmingham,iPhone 13,True,,4343.51,15,5,True
2025-06-14 20:08:03 | user: user1020 | txn: purchase of $1464.24 from None | device: None,2025-06-14 20:08:03,user1020,purchase,1098.18,$,,None,True,,1464.24,20,5,True
13/06/2025 22:51:16 ::: user1098 *** TOP-UP ::: amt:4862.36€ @ None <Nokia 3310>,2025-06-13 22:51:16,user1098,top,4862.36,,,Nokia 3310,True,,4862.36,22,4,False
2025-06-29 23:04:19 | user: user1021 | txn: deposit of $4320.23 from London | device: Xiaomi Mi 11,2025-06-29 23:04:19,user1021,deposit,3240.17,$,London,Xiaomi Mi 11,True,,4320.23,23,6,True
usr:user1077|purchase|€3249.0|Liverpool|2025-06-14 07:13:28|iPhone 13,2025-06-14 07:13:28,user1077,purchase,2826.63,€,Liverpool,iPhone 13,True,,3249.0,7,5,True
29/06/2025 02:53:12 ::: user1051 *** TRANSFER ::: amt:3871.08£ @ None <Pixel 6>,2025-06-29 02:53:12,user1051,transfer,3871.08,,,Pixel 6,True,,3871.08,2,6,True
2025-06-24 19:06:01 - user=user1055 - action=withdrawal €4632.4 - ATM: Cardiff - device=Huawei P30,2025-06-24 19:06:01,user1055,withdrawal,4030.19,€,Cardiff,Huawei P30,True,,4632.4,19,1,False
user1033 2025-07-25 10:57:36 cashout 2441.7 None iPhone 13,2025-07-25 10:57:36,user1033,cashout,2441.7,,,iPhone,True,,2441.7,10,4,False
11/07/2025 13:17:09 ::: user1098 *** PURCHASE ::: amt:22.72£ @ Liverpool <Nokia 3310>,2025-07-11 13:17:09,user1098,purchase,22.72,£,Liverpool,Nokia 3310,True,,22.72,13,4,False
usr:user1028|withdrawal|€4456.82|Cardiff|2025-07-21 20:00:00|None,2025-07-21 20:00:00,user1028,withdrawal,3877.43,€,Cardiff,,True,,4456.82,20,0,False
2025-07-22 19:12:30 >> [user1057] did cashout - amt=€4085.72 - Glasgow // dev:Samsung Galaxy S10,2025-07-22 19:12:30,user1057,cashout,3554.58,€,Glasgow,Samsung Galaxy S10,True,,4085.72,19,1,False
2025-07-20 18:21:03 >> [user1019] did cashout - amt=€2494.33 - Manchester // dev:Pixel 6,2025-07-20 18:21:03,user1019,cashout,2170.07,€,Manchester,Pixel 6,True,,2494.33,18,6,True
usr:user1093|withdrawal|€4259.25|Cardiff|2025-06-01 11:41:41|None,2025-06-01 11:41:41,user1093,withdrawal,3705.55,€,Cardiff,,True,,4259.25,11,6,True
2025-06-13 13:12:42 | user: user1007 | txn: transfer of $121.11 from Leeds | device: Huawei P30,2025-06-13 13:12:42,user1007,transfer,90.83,$,Leeds,Huawei P30,True,,121.11,13,4,False
2025-07-29 16:33:23 - user=user1069 - action=purchase €728.71 - ATM: Birmingham - device=Nokia 3310,2025-07-29 16:33:23,user1069,purchase,633.98,€,Birmingham,Nokia 3310,True,,728.71,16,1,False
2025-06-21 09:47:28 - user=user1065 - action=purchase €1871.63 - ATM: London - device=iPhone 13,2025-06-21 09:47:28,user1065,purchase,1628.32,€,London,iPhone 13,True,,1871.63,9,5,True
usr:user1096|withdrawal|€1429.92|Manchester|2025-07-04 22:43:04|iPhone 13,2025-07-04 22:43:04,user1096,withdrawal,1244.03,€,Manchester,iPhone 13,True,,1429.92,22,4,False
2025-07-14 11:18:43 - user=user1085 - action=deposit $3435.83 - ATM: Glasgow - device=None,2025-07-14 11:18:43,user1085,deposit,2576.87,$,Glasgow,,True,,3435.83,11,0,False
user1069 2025-07-16 16:40:50 purchase 211.27 London iPhone 13,2025-07-16 16:40:50,user1069,purchase,211.27,£,London,iPhone,True,,211.27,16,2,False
2025-06-05 11:00:25 - user=user1087 - action=deposit €2024.59 - ATM: Glasgow - device=Xiaomi Mi 11,2025-06-05 11:00:25,user1087,deposit,1761.39,€,Glasgow,Xiaomi Mi 11,True,,2024.59,11,3,False
user1041 2025-07-06 15:27:42 deposit 426.85 None Nokia 3310,2025-07-06 15:27:42,user1041,deposit,426.85,,,Nokia,True,,426.85,15,6,True
2025-07-19 12:25:41 >> [user1029] did top-up - amt=€2896.13 - Glasgow // dev:Pixel 6,2025-07-19 12:25:41,user1029,top,2519.63,€,Glasgow,Pixel 6,True,,2896.13,12,5,True
2025-06-13 20:12:40 | user: user1043 | txn: cashout of £329.3 from Birmingham | device: Nokia 3310,2025-06-13 20:12:40,user1043,cashout,329.3,£,Birmingham,Nokia 3310,True,,329.3,20,4,False
2025-06-16 16:31:05::user1003::top-up::2110.49::Liverpool::None,2025-06-16 16:31:05,user1003,top-up,2110.49,£,Liverpool,,True,,2110.49,16,0,False
05/07/2025 06:58:04 ::: user1080 *** TOP-UP ::: amt:4759.32£ @ Liverpool <Huawei P30>,2025-07-05 06:58:04,user1080,top,4759.32,£,Liverpool,Huawei P30,True,,4759.32,6,5,True
user1045 2025-07-18 11:13:56 withdrawal 333.61 Cardiff Xiaomi Mi 11,2025-07-18 11:13:56,user1045,withdrawal,333.61,£,Cardiff,Xiaomi,True,,333.61,11,4,False
2025-06-14 08:25:46 >> [user1051] did debit - amt=£3024.16 - London // dev:Nokia 3310,2025-06-14 08:25:46,user1051,debit,3024.16,£,London,Nokia 3310,True,,3024.16,8,5,True
2025-07-28 04:58:30::user1043::debit::3769.99::Glasgow::Huawei P30,2025-07-28 04:58:30,user1043,debit,3769.99,£,Glasgow,Huawei P30,True,,3769.99,4,0,False
2025-06-29 13:56:32::user1003::top-up::4055.22::London::Samsung Galaxy S10,2025-06-29 13:56:32,user1003,top-up,4055.22,£,London,Samsung Galaxy S10,True,,4055.22,13,6,True
2025-06-27 06:20:28 | user: user1057 | txn: top-up of $4717.0 from Manchester | device: Samsung Galaxy S10,2025-06-27 06:20:28,user1057,top-up,3537.75,$,Manchester,Samsung Galaxy S10,True,,4717.0,6,4,False
2025-06-04 20:57:16 | user: user1074 | txn: debit of £4091.1 from None | device: Samsung Galaxy S10,2025-06-04 20:57:16,user1074,debit,4091.1,£,,Samsung Galaxy S10,True,,4091.1,20,2,False
2025-06-12 23:52:48 >> [user1064] did transfer - amt=£366.84 - Cardiff // dev:Samsung Galaxy S10,2025-06-12 23:52:48,user1064,transfer,366.84,£,Cardiff,Samsung Galaxy S10,True,,366.84,23,3,False
user1083 2025-06-23 19:13:35 cashout 1824.46 Leeds Huawei P30,2025-06-23 19:13:35,user1083,cashout,1824.46,£,Leeds,Huawei,True,,1824.46,19,0,False
2025-07-18 14:33:37 >> [user1081] did debit - amt=£2034.19 - Leeds // dev:None,2025-07-18 14:33:37,user1081,debit,2034.19,£,Leeds,,True,,2034.19,14,4,False
2025-07-14 07:42:16::user1012::refund::3895.11::London::None,2025-07-14 07:42:16,user1012,refund,3895.11,£,London,,True,,3895.11,7,0,False
user1089 2025-07-06 17:13:54 transfer 4680.91 Liverpool Pixel 6,2025-07-06 17:13:54,user1089,transfer,4680.91,£,Liverpool,Pixel,True,,4680.91,17,6,True
02/07/2025 05:44:41 ::: user1043 *** TOP-UP ::: amt:982.19$ @ Glasgow <Pixel 6>,2025-07-02 05:44:41,user1043,top,982.19,£,Glasgow,Pixel 6,True,,982.19,5,2,False
2025-07-08 16:00:59 | user: user1057 | txn: deposit of $2897.7 from Glasgow | device: None,2025-07-08 16:00:59,user1057,deposit,2173.27,$,Glasgow,None,True,,2897.7,16,1,False
2025-07-11 10:44:21 >> [user1008] did withdrawal - amt=$1809.87 - None // dev:Pixel 6,2025-07-11 10:44:21,user1008,withdrawal,1357.4,$,None,Pixel 6,True,,1809.87,10,4,False
2025-07-21 12:37:18 - user=user1087 - action=withdrawal $3811.55 - ATM: None - device=Nokia 3310,2025-07-21 12:37:18,user1087,withdrawal,2858.66,$,,Nokia 3310,True,,3811.55,12,0,False
2025-06-29 20:57:06 - user=user1064 - action=top-up €186.67 - ATM: Manchester - device=iPhone 13,2025-06-29 20:57:06,user1064,top-up,162.4,€,Manchester,iPhone 13,True,,186.67,20,6,True
user1048 2025-06-21 15:48:22 transfer 2095.88 London Samsung Galaxy S10,2025-06-21 15:48:22,user1048,transfer,2095.88,£,London,Samsung,True,,2095.88,15,5,True
2025-07-07 00:37:21 - user=user1077 - action=transfer €539.88 - ATM: Leeds - device=Xiaomi Mi 11,2025-07-07 00:37:21,user1077,transfer,469.7,€,Leeds,Xiaomi Mi 11,True,,539.88,0,0,False
user1079 2025-06-08 09:30:43 cashout 1213.09 Leeds Pixel 6,2025-06-08 09:30:43,user1079,cashout,1213.09,£,Leeds,Pixel,True,,1213.09,9,6,True
02/07/2025 01:16:20 ::: user1055 *** TRANSFER ::: amt:4086.62$ @ Leeds <Huawei P30>,2025-07-02 01:16:20,user1055,transfer,4086.62,£,Leeds,Huawei P30,True,,4086.62,1,2,False
14/07/2025 21:47:42 ::: user1069 *** TRANSFER ::: amt:1552.58€ @ Birmingham <Huawei P30>,2025-07-14 21:47:42,user1069,transfer,1552.58,£,Birmingham,Huawei P30,True,,1552.58,21,0,False
2025-07-01 09:00:47 | user: user1064 | txn: debit of $3349.38 from London | device: iPhone 13,2025-07-01 09:00:47,user1064,debit,2512.03,$,London,iPhone 13,True,,3349.38,9,1,False
usr:user1037|transfer|$104.93|London|2025-07-28 02:04:56|iPhone 13,2025-07-28 02:04:56,user1037,transfer,78.7,$,London,iPhone 13,True,,104.93,2,0,False
2025-07-27 02:30:24 | user: user1096 | txn: cashout of $3949.76 from Manchester | device: None,2025-07-27 02:30:24,user1096,cashout,2962.32,$,Manchester,None,True,,3949.76,2,6,True
user1017 2025-06-25 15:31:29 top-up 1399.74 None iPhone 13,2025-06-25 15:31:29,user1017,top-up,1399.74,,,iPhone,True,,1399.74,15,2,False
2025-06-30 11:43:17::user1092::purchase::3648.44::Glasgow::Samsung Galaxy S10,2025-06-30 11:43:17,user1092,purchase,3648.44,£,Glasgow,Samsung Galaxy S10,True,,3648.44,11,0,False
2025-06-14 20:55:51 | user: user1087 | txn: purchase of €1907.57 from Glasgow | device: Nokia 3310,2025-06-14 20:55:51,user1087,purchase,1659.59,€,Glasgow,Nokia 3310,True,,1907.57,20,5,True
2025-07-27 21:24:00 >> [user1077] did withdrawal - amt=£285.27 - London // dev:None,2025-07-27 21:24:00,user1077,withdrawal,285.27,£,London,,True,,285.27,21,6,True
usr:user1004|debit|€2605.68|London|2025-06-26 20:30:30|Nokia 3310,2025-06-26 20:30:30,user1004,debit,2266.94,€,London,Nokia 3310,True,,2605.68,20,3,False
usr:user1095|withdrawal|€868.28|Glasgow|2025-07-20 16:35:28|Huawei P30,2025-07-20 16:35:28,user1095,withdrawal,755.4,€,Glasgow,Huawei P30,True,,868.28,16,6,True
2025-06-24 06:52:47 | user: user1004 | txn: top-up of €2719.23 from Liverpool | device: None,2025-06-24 06:52:47,user1004,top-up,2365.73,€,Liverpool,None,True,,2719.23,6,1,False
user1001 2025-07-11 13:53:18 withdrawal 2559.71 Liverpool Samsung Galaxy S10,2025-07-11 13:53:18,user1001,withdrawal,2559.71,£,Liverpool,Samsung,True,,2559.71,13,4,False
2025-07-11 11:56:37 >> [user1020] did refund - amt=£3845.75 - Birmingham // dev:Pixel 6,2025-07-11 11:56:37,user1020,refund,3845.75,£,Birmingham,Pixel 6,True,,3845.75,11,4,False
2025-06-12 03:44:03 >> [user1011] did deposit - amt=$182.64 - Glasgow // dev:Pixel 6,2025-06-12 03:44:03,user1011,deposit,136.98,$,Glasgow,Pixel 6,True,,182.64,3,3,False
usr:user1037|transfer|€474.23|Manchester|2025-07-30 03:21:45|Pixel 6,2025-07-30 03:21:45,user1037,transfer,412.58,€,Manchester,Pixel 6,True,,474.23,3,2,False
2025-06-05 03:01:00::user1000::cashout::3032.41::Leeds::Pixel 6,2025-06-05 03:01:00,user1000,cashout,3032.41,£,Leeds,Pixel 6,True,,3032.41,3,3,False
user1098 2025-07-26 15:35:50 debit 3450.71 None Xiaomi Mi 11,2025-07-26 15:35:50,user1098,debit,3450.71,,,Xiaomi,True,,3450.71,15,5,True
09/07/2025 19:05:54 ::: user1096 *** TOP-UP ::: amt:123.85€ @ Leeds <Nokia 3310>,2025-07-09 19:05:54,user1096,top,123.85,£,Leeds,Nokia 3310,True,,123.85,19,2,False
user1008 2025-06-01 16:33:27 cashout 860.32 Liverpool Xiaomi Mi 11,2025-06-01 16:33:27,user1008,cashout,860.32,£,Liverpool,Xiaomi,True,,860.32,16,6,True
2025-06-07 17:08:13 >> [user1007] did debit - amt=€2574.1 - London // dev:None,2025-06-07 17:08:13,user1007,debit,2239.47,€,London,,True,,2574.1,17,5,True
20/06/2025 19:45:23 ::: user1040 *** CASHOUT ::: amt:429.04$ @ Birmingham <Samsung Galaxy S10>,2025-06-20 19:45:23,user1040,cashout,429.04,£,Birmingham,Samsung Galaxy S10,True,,429.04,19,4,False
2025-07-25 11:46:38::user1051::withdrawal::2319.53::Glasgow::Nokia 3310,2025-07-25 11:46:38,user1051,withdrawal,2319.53,£,Glasgow,Nokia 3310,True,,2319.53,11,4,False
usr:user1089|cashout|€1614.26|None|2025-07-29 20:15:41|Xiaomi Mi 11,2025-07-29 20:15:41,user1089,cashout,1404.41,€,,Xiaomi Mi 11,True,,1614.26,20,1,False
2025-06-14 09:05:06 | user: user1028 | txn: purchase of $4560.76 from London | device: Huawei P30,2025-06-14 09:05:06,user1028,purchase,3420.57,$,London,Huawei P30,True,,4560.76,9,5,True
user1011 2025-07-14 01:20:10 refund 624.87 Manchester Nokia 3310,2025-07-14 01:20:10,user1011,refund,624.87,£,Manchester,Nokia,True,,624.87,1,0,False
23/07/2025 22:45:20 ::: user1047 *** DEBIT ::: amt:2757.63£ @ Manchester <Nokia 3310>,2025-07-23 22:45:20,user1047,debit,2757.63,£,Manchester,Nokia 3310,True,,2757.63,22,2,False
2025-07-21 06:07:57 | user: user1029 | txn: deposit of $3241.79 from Leeds | device: iPhone 13,2025-07-21 06:07:57,user1029,deposit,2431.34,$,Leeds,iPhone 13,True,,3241.79,6,0,False
usr:user1092|top-up|£3869.57|Liverpool|2025-07-06 23:41:31|Huawei P30,2025-07-06 23:41:31,user1092,top-up,3869.57,£,Liverpool,Huawei P30,True,,3869.57,23,6,True
2025-06-04 00:41:28 - user=user1069 - action=purchase £3213.16 - ATM: Glasgow - device=iPhone 13,2025-06-04 00:41:28,user1069,purchase,3213.16,£,Glasgow,iPhone 13,True,,3213.16,0,2,False
2025-07-04 06:15:13::user1059::withdrawal::2467.54::London::Xiaomi Mi 11,2025-07-04 06:15:13,user1059,withdrawal,2467.54,£,London,Xiaomi Mi 11,True,,2467.54,6,4,False
2025-06-08 19:14:53 >> [user1089] did transfer - amt=£811.09 - Leeds // dev:None,2025-06-08 19:14:53,user1089,transfer,811.09,£,Leeds,,True,,811.09,19,6,True
30/07/2025 21:15:20 ::: user1070 *** PURCHASE ::: amt:100.05£ @ Cardiff <Nokia 3310>,2025-07-30 21:15:20,user1070,purchase,100.05,£,Cardiff,Nokia 3310,True,,100.05,21,2,False
2025-06-06 09:16:29 >> [user1031] did cashout - amt=€695.33 - None // dev:Huawei P30,2025-06-06 09:16:29,user1031,cashout,604.94,€,None,Huawei P30,True,,695.33,9,4,False
2025-06-09 22:26:21 - user=user1091 - action=refund €4970.72 - ATM: Birmingham - device=Xiaomi Mi 11,2025-06-09 22:26:21,user1091,refund,4324.53,€,Birmingham,Xiaomi Mi 11,True,,4970.72,22,0,False
2025-06-04 11:23:41 >> [user1046] did withdrawal - amt=€3602.09 - None // dev:Nokia 3310,2025-06-04 11:23:41,user1046,withdrawal,3133.82,€,None,Nokia 3310,True,,3602.09,11,2,False
2025-07-01 05:42:18::user1009::refund::1266.51::Glasgow::Huawei P30,2025-07-01 05:42:18,user1009,refund,1266.51,£,Glasgow,Huawei P30,True,,1266.51,5,1,False
usr:user1068|cashout|€1770.33|Glasgow|2025-06-09 06:55:39|Pixel 6,2025-06-09 06:55:39,user1068,cashout,1540.19,€,Glasgow,Pixel 6,True,,1770.33,6,0,False
2025-07-31 02:09:49::user1033::purchase::3932.96::Glasgow::Pixel 6,2025-07-31 02:09:49,user1033,purchase,3932.96,£,Glasgow,Pixel 6,True,,3932.96,2,3,False
user1014 2025-06-07 01:54:03 cashout 3150.28 None Samsung Galaxy S10,2025-06-07 01:54:03,user1014,cashout,3150.28,,,Samsung,True,,3150.28,1,5,True
05/06/2025 01:39:23 ::: user1040 *** TOP-UP ::: amt:2623.1£ @ Cardiff <Samsung Galaxy S10>,2025-06-05 01:39:23,user1040,top,2623.1,£,Cardiff,Samsung Galaxy S10,True,,2623.1,1,3,False
usr:user1097|cashout|€3857.5|Glasgow|2025-07-04 07:18:24|Pixel 6,2025-07-04 07:18:24,user1097,cashout,3356.03,€,Glasgow,Pixel 6,True,,3857.5,7,4,False
2025-06-03 00:56:43::user1029::purchase::4356.47::Leeds::None,2025-06-03 00:56:43,user1029,purchase,4356.47,£,Leeds,,True,,4356.47,0,1,False
2025-06-19 06:14:34 | user: user1074 | txn: withdrawal of €1780.8 from Cardiff | device: Huawei P30,2025-06-19 06:14:34,user1074,withdrawal,1549.3,€,Cardiff,Huawei P30,True,,1780.8,6,3,False
2025-07-26 09:05:41 >> [user1019] did withdrawal - amt=£256.63 - Cardiff // dev:Samsung Galaxy S10,2025-07-26 09:05:41,user1019,withdrawal,256.63,£,Cardiff,Samsung Galaxy S10,True,,256.63,9,5,True
2025-07-01 03:40:01::user1017::deposit::2109.13::Birmingham::iPhone 13,2025-07-01 03:40:01,user1017,deposit,2109.13,£,Birmingham,iPhone 13,True,,2109.13,3,1,False
2025-06-21 04:29:22::user1013::transfer::3445.95::London::Huawei P30,2025-06-21 04:29:22,user1013,transfer,3445.95,£,London,Huawei P30,True,,3445.95,4,5,True
2025-06-30 23:19:49::user1031::transfer::4797.15::Cardiff::Samsung Galaxy S10,2025-06-30 23:19:49,user1031,transfer,4797.15,£,Cardiff,Samsung Galaxy S10,True,,4797.15,23,0,False
2025-07-16 08:13:25 >> [user1015] did deposit - amt=$697.21 - Cardiff // dev:Nokia 3310,2025-07-16 08:13:25,user1015,deposit,522.91,$,Cardiff,Nokia 3310,True,,697.21,8,2,False
2025-07-31 00:04:34 - user=user1068 - action=debit $3102.58 - ATM: Glasgow - device=iPhone 13,2025-07-31 00:04:34,user1068,debit,2326.93,$,Glasgow,iPhone 13,True,,3102.58,0,3,False
06/06/2025 10:09:48 ::: user1089 *** TRANSFER ::: amt:1195.76$ @ London <Huawei P30>,2025-06-06 10:09:48,user1089,transfer,1195.76,£,London,Huawei P30,True,,1195.76,10,4,False
2025-06-25 23:48:12 | user: user1007 | txn: cashout of €4530.65 from Birmingham | device: iPhone 13,2025-06-25 23:48:12,user1007,cashout,3941.67,€,Birmingham,iPhone 13,True,,4530.65,23,2,False
2025-07-18 21:23:21::user1068::top-up::2480.06::Glasgow::None,2025-07-18 21:23:21,user1068,top-up,2480.06,£,Glasgow,,True,,2480.06,21,4,False
user1089 2025-07-06 02:00:25 refund 1711.77 Cardiff Pixel 6,2025-07-06 02:00:25,user1089,refund,1711.77,£,Cardiff,Pixel,True,,1711.77,2,6,True
2025-07-31 01:38:22 >> [user1096] did refund - amt=$1720.76 - Birmingham // dev:Nokia 3310,2025-07-31 01:38:22,user1096,refund,1290.57,$,Birmingham,Nokia 3310,True,,1720.76,1,3,False
23/06/2025 01:46:23 ::: user1037 *** DEBIT ::: amt:3492.99$ @ Liverpool <Xiaomi Mi 11>,2025-06-23 01:46:23,user1037,debit,3492.99,£,Liverpool,Xiaomi Mi 11,True,,3492.99,1,0,False
usr:user1074|deposit|£2079.25|Glasgow|2025-06-09 08:25:04|Xiaomi Mi 11,2025-06-09 08:25:04,user1074,deposit,2079.25,£,Glasgow,Xiaomi Mi 11,True,,2079.25,8,0,False
2025-07-20 05:03:28::user1031::deposit::4988.44::Manchester::Pixel 6,2025-07-20 05:03:28,user1031,deposit,4988.44,£,Manchester,Pixel 6,True,,4988.44,5,6,True
user1040 2025-06-19 20:57:45 top-up 4816.65 Liverpool Nokia 3310,2025-06-19 20:57:45,user1040,top-up,4816.65,£,Liverpool,Nokia,True,,4816.65,20,3,False
usr:user1046|deposit|$869.83|London|2025-06-19 17:13:21|None,2025-06-19 17:13:21,user1046,deposit,652.37,$,London,,True,,869.83,17,3,False
09/07/2025 05:00:01 ::: user1068 *** DEPOSIT ::: amt:2556.31€ @ None <Xiaomi Mi 11>,2025-07-09 05:00:01,user1068,deposit,2556.31,,,Xiaomi Mi 11,True,,2556.31,5,2,False
user1094 2025-06-20 03:03:05 withdrawal 2120.06 Manchester None,2025-06-20 03:03:05,user1094,withdrawal,2120.06,£,Manchester,,True,,2120.06,3,4,False
user1070 2025-07-22 02:51:15 withdrawal 3950.71 Birmingham iPhone 13,2025-07-22 02:51:15,user1070,withdrawal,3950.71,£,Birmingham,iPhone,True,,3950.71,2,1,False
2025-06-23 05:30:16::user1038::debit::4705.18::Birmingham::iPhone 13,2025-06-23 05:30:16,user1038,debit,4705.18,£,Birmingham,iPhone 13,True,,4705.18,5,0,False
2025-06-25 07:59:25 >> [user1064] did transfer - amt=£4588.51 - Leeds // dev:Xiaomi Mi 11,2025-06-25 07:59:25,user1064,transfer,4588.51,£,Leeds,Xiaomi Mi 11,True,,4588.51,7,2,False
2025-06-11 21:09:38 >> [user1082] did deposit - amt=£4738.27 - Cardiff // dev:Nokia 3310,2025-06-11 21:09:38,user1082,deposit,4738.27,£,Cardiff,Nokia 3310,True,,4738.27,21,2,False
usr:user1020|withdrawal|$1543.57|Manchester|2025-07-03 02:52:08|Pixel 6,2025-07-03 02:52:08,user1020,withdrawal,1157.68,$,Manchester,Pixel 6,True,,1543.57,2,3,False
usr:user1092|transfer|$286.86|Glasgow|2025-07-09 06:53:00|Xiaomi Mi 11,2025-07-09 06:53:00,user1092,transfer,215.15,$,Glasgow,Xiaomi Mi 11,True,,286.86,6,2,False
2025-06-15 14:00:16 >> [user1077] did withdrawal - amt=£4295.25 - Liverpool // dev:Nokia 3310,2025-06-15 14:00:16,user1077,withdrawal,4295.25,£,Liverpool,Nokia 3310,True,,4295.25,14,6,True
2025-07-17 20:07:06::user1083::purchase::1277.5::Birmingham::Nokia 3310,2025-07-17 20:07:06,user1083,purchase,1277.5,£,Birmingham,Nokia 3310,True,,1277.5,20,3,False
2025-06-20 03:04:45::user1004::cashout::2333.32::Manchester::iPhone 13,2025-06-20 03:04:45,user1004,cashout,2333.32,£,Manchester,iPhone 13,True,,2333.32,3,4,False
2025-07-02 05:17:57 - user=user1037 - action=withdrawal €3742.69 - ATM: Cardiff - device=Samsung Galaxy S10,2025-07-02 05:17:57,user1037,withdrawal,3256.14,€,Cardiff,Samsung Galaxy S10,True,,3742.69,5,2,False
2025-06-02 22:06:30::user1071::purchase::3234.84::Leeds::None,2025-06-02 22:06:30,user1071,purchase,3234.84,£,Leeds,,True,,3234.84,22,0,False
user1083 2025-06-08 00:28:04 deposit 3391.34 Birmingham iPhone 13,2025-06-08 00:28:04,user1083,deposit,3391.34,£,Birmingham,iPhone,True,,3391.34,0,6,True
2025-06-08 11:39:59::user1020::deposit::4743.67::Liverpool::Xiaomi Mi 11,2025-06-08 11:39:59,user1020,deposit,4743.67,£,Liverpool,Xiaomi Mi 11,True,,4743.67,11,6,True
user1004 2025-07-12 15:04:50 debit 1068.93 Manchester Nokia 3310,2025-07-12 15:04:50,user1004,debit,1068.93,£,Manchester,Nokia,True,,1068.93,15,5,True
02/06/2025 12:25:47 ::: user1097 *** DEPOSIT ::: amt:3718.45€ @ None <Samsung Galaxy S10>,2025-06-02 12:25:47,user1097,deposit,3718.45,,,Samsung Galaxy S10,True,,3718.45,12,0,False
2025-06-10 18:54:29 - user=user1043 - action=deposit £2968.93 - ATM: Leeds - device=None,2025-06-10 18:54:29,user1043,deposit,2968.93,£,Leeds,,True,,2968.93,18,1,False
2025-07-13 18:35:18 | user: user1069 | txn: withdrawal of €1795.57 from None | device: Xiaomi Mi 11,2025-07-13 18:35:18,user1069,withdrawal,1562.15,€,,Xiaomi Mi 11,True,,1795.57,18,6,True
